tag	dbh
001288	191
001288	155
001290	26
001290	29
001290	11
001290	15
001290	17
001291	40
001291	30
001291	23
001295	26
001295	31
001297	25
001297	22
001304	22
001304	35
001306	28
001306	334
001307	40
001307	12
001313	31
001313	179
001316	10
001316	132
001317	24
001317	14
001317	45
001317	15
001317	23
001317	31
001323	16
001323	16
001325	12
001325	16
001325	17
001325	39
001325	47
001325	11
001326	15
001326	15
001328	45
001328	17
001331	11
001331	12
001334	21
001334	41
001334	51
001334	18
001338	18
001338	12
001338	15
001338	19
001338	12
001339	12
001339	19
001340	22
001340	17
001342	18
001342	16
001343	29
001343	16
001343	16
001343	19
001345	35
001345	64
001345	12
001355	18
001355	24
001357	17
001357	16
001359	17
001359	16
001359	25
001371	16
001371	12
001379	25
001379	128
001382	12
001382	16
001390	18
001390	23
001400	10
001400	15
001407	36
001407	37
001412	13
001412	13
001414	25
001414	27
001422	10
001422	13
001426	12
001426	32
001426	14
001433	15
001433	15
001438	28
001438	30
001443	15
001443	21
001447	12
001447	18
001449	11
001449	14
001449	11
001465	13
001465	11
001472	16
001472	21
001484	14
001484	15
001484	24
001486	95
001486	81
001490	170
001490	230
001496	18
001496	18
001498	22
001498	19
001499	11
001499	22
001511	98
001511	46
001511	221
001517	43
001517	81
001517	38
001519	40
001519	28
001522	23
001522	41
001548	37
001548	200
001550	22
001550	13
001552	12
001552	19
001553	34
001553	16
001554	18
001554	33
001554	28
001574	38
001574	41
001574	28
001580	17
001580	12
001580	15
001580	19
001582	14
001582	15
001584	12
001584	257
001593	20
001593	24
001599	14
001599	58
001599	18
001607	21
001607	19
001611	37
001611	14
001619	30
001619	17
001619	26
001629	30
001629	22
001634	150
001634	13
001649	54
001649	27
001649	20
001658	58
001658	63
001658	44
001658	32
001661	12
001661	18
001661	12
001661	24
001662	11
001662	17
001672	28
001672	31
001676	15
001676	17
001676	18
001678	27
001678	16
001680	16
001680	25
001680	10
001680	10
001686	24
001686	22
001694	28
001694	11
001695	22
001695	10
001695	12
001695	25
001699	15
001699	19
001706	17
001706	11
001706	17
001711	24
001711	29
001713	26
001713	11
001720	28
001720	25
001727	14
001727	31
001727	11
001727	18
001728	16
001728	14
001733	30
001733	14
001733	44
001753	13
001753	47
001755	16
001755	16
001755	10
001755	27
001765	34
001765	42
001767	54
001767	32
001767	30
001775	15
001775	10
001775	11
001775	29
002001	11
002001	29
002002	20
002002	57
002007	13
002007	12
002018	10
002018	14
002019	12
002019	22
002027	28
002027	26
002027	148
002027	14
002045	44
002045	31
002052	21
002052	13
002052	13
002053	24
002053	14
002056	26
002056	26
002062	14
002062	14
002065	19
002065	31
002066	33
002066	35
002067	14
002067	39
002071	11
002071	10
002072	11
002072	21
002073	14
002073	69
002073	15
002075	24
002075	14
002082	10
002082	12
002086	14
002086	19
002088	14
002088	26
002098	11
002098	26
002098	20
002101	11
002101	28
002102	45
002102	51
002111	19
002111	12
002115	28
002115	12
002116	45
002116	79
002117	31
002117	20
002118	27
002118	12
002118	44
002121	22
002121	20
002121	28
002122	20
002122	31
002126	28
002126	15
002128	27
002128	21
002130	11
002130	29
002131	31
002131	10
002132	15
002132	21
002132	23
002132	14
002140	15
002140	135
002140	21
002143	26
002143	12
002144	28
002144	20
002147	23
002147	148
002149	19
002149	13
002152	10
002152	11
002154	33
002154	48
002154	22
002156	15
002156	16
002156	28
002156	18
002158	19
002158	13
002158	40
002161	33
002161	39
002173	13
002173	31
002173	11
002176	12
002176	17
002177	10
002177	38
002178	10
002178	11
002178	35
002179	12
002179	25
002180	11
002180	24
002180	13
002184	10
002184	11
002185	24
002185	13
002185	38
002186	19
002186	11
002186	22
002186	29
002186	15
002187	12
002187	19
002187	12
002187	119
002187	13
002187	14
002187	15
002187	13
002188	26
002188	10
002190	14
002190	24
002197	48
002197	50
002197	65
002212	14
002212	11
002212	10
002212	28
002224	50
002224	14
002224	47
002224	56
002228	11
002228	12
002239	28
002239	39
002243	128
002243	92
002244	21
002244	35
002246	19
002246	10
002246	19
002252	14
002252	38
002261	12
002261	13
002261	36
002270	11
002270	11
002270	25
002283	53
002283	50
002283	16
002287	20
002287	20
002287	18
002287	26
002299	16
002299	18
002303	13
002303	28
002303	24
002305	18
002305	16
002306	345
002306	818
002308	13
002308	13
002308	43
002311	10
002311	14
002314	21
002314	24
002314	26
002314	22
002314	20
002314	23
002314	23
002314	26
002314	28
002314	27
002314	20
002314	28
002314	27
002314	21
002314	25
002314	23
002314	26
002314	28
002314	25
002314	28
002314	27
002314	26
002314	28
002314	27
002314	20
002314	24
002314	27
002314	24
002314	21
002314	23
002314	22
002314	27
002314	24
002314	25
002314	31
002314	24
002314	27
002314	24
002314	25
002314	25
002314	27
002314	22
002315	11
002315	20
002319	30
002319	19
002319	19
002319	19
002319	24
002319	22
002324	22
002324	21
002325	17
002325	21
002325	23
002325	21
002325	20
002325	21
002330	76
002330	16
002355	48
002355	23
002364	10
002364	10
002371	30
002371	25
002371	27
002372	28
002372	29
002374	26
002374	26
002374	26
002374	27
002375	30
002375	25
002375	27
002375	24
002375	20
002375	20
002375	28
002375	28
002375	26
002375	24
002376	23
002376	24
002379	23
002379	21
002379	30
002379	32
002379	24
003009	29
003009	32
003011	11
003011	22
003014	17
003014	24
003016	26
003016	22
003019	10
003019	24
003020	14
003020	74
003022	16
003022	23
003024	11
003024	26
003026	14
003026	17
003031	22
003031	20
003031	26
003032	14
003032	10
003048	41
003048	39
003052	18
003052	17
003052	13
003057	49
003057	20
003057	106
003058	10
003058	35
003068	236
003068	342
003071	33
003071	34
003071	29
003071	32
003079	19
003079	14
003085	21
003085	38
003087	26
003087	31
003090	25
003090	17
003092	65
003092	14
003092	28
003092	21
003092	25
003100	36
003100	53
003101	31
003101	20
003101	41
003105	10
003105	15
003107	17
003107	29
003113	14
003113	15
003115	11
003115	11
003119	43
003119	22
003119	61
003120	11
003120	14
003121	18
003121	26
003125	14
003125	15
003126	12
003126	13
003128	12
003128	13
003141	20
003141	50
003148	16
003148	23
003150	16
003150	27
003151	11
003151	32
003153	12
003153	13
003157	11
003157	16
003159	19
003159	37
003163	25
003163	20
003163	25
003166	12
003166	18
003170	12
003170	22
003192	86
003192	20
003192	126
003199	15
003199	12
003199	28
003205	22
003205	30
003210	13
003210	18
003210	24
003211	12
003211	16
003214	17
003214	44
003224	16
003224	17
003225	11
003225	13
003245	10
003245	18
003246	13
003246	11
003246	28
003249	10
003249	25
003251	15
003251	21
003258	13
003258	35
003266	18
003266	30
003267	10
003267	30
003276	10
003276	10
003285	11
003285	15
003289	270
003289	262
003298	12
003298	10
003298	29
003299	13
003299	20
003302	12
003302	25
003303	101
003303	26
003304	24
003304	42
003305	13
003305	12
003305	23
003307	11
003307	16
003308	12
003308	13
003315	13
003315	52
003321	11
003321	13
003322	10
003322	14
003324	15
003324	17
003331	15
003331	20
003333	12
003333	11
003333	17
003336	31
003336	34
003341	13
003341	18
003346	21
003346	27
003346	29
003350	10
003350	21
003359	15
003359	36
003361	52
003361	15
003361	48
003363	12
003363	14
003364	12
003364	15
003365	52
003365	78
003366	12
003366	28
003379	30
003379	16
003379	46
003386	74
003386	140
003388	15
003388	19
003397	20
003397	13
003397	35
003411	12
003411	29
003448	10
003448	10
003450	32
003450	29
003456	10
003456	27
003460	54
003460	27
003460	26
003460	17
003460	16
003460	105
003466	10
003466	10
003472	14
003472	15
003478	12
003478	44
003482	12
003482	18
003493	30
003493	34
003494	16
003494	18
003494	42
003498	17
003498	25
003504	14
003504	11
003504	34
003521	13
003521	16
003524	12
003524	60
003533	22
003533	32
003537	25
003537	11
003537	11
003537	21
003537	102
003541	12
003541	13
003543	13
003543	42
003549	47
003549	67
003551	22
003551	25
003570	17
003570	39
003618	12
003618	45
003624	28
003624	39
003629	10
003629	10
003629	14
003651	13
003651	91
003653	11
003653	21
003664	20
003664	18
003664	55
003669	12
003669	17
003685	16
003685	34
003690	19
003690	10
003706	29
003706	31
003707	14
003707	59
003708	20
003708	33
003709	11
003709	12
003728	10
003728	49
003736	11
003736	10
003736	11
003744	11
003744	46
003748	73
003748	61
003748	91
003762	18
003762	18
003782	12
003782	20
003802	13
003802	50
003808	15
003808	17
003810	16
003810	32
003830	36
003830	20
003830	61
003841	12
003841	38
003842	11
003842	16
003844	19
003844	29
003858	16
003858	64
003860	25
003860	49
003868	12
003868	16
003879	18
003879	21
003880	11
003880	31
003892	15
003892	34
003910	14
003910	16
003919	20
003919	40
003920	12
003920	12
003924	15
003924	29
003928	22
003928	20
003928	24
003928	35
003934	202
003934	310
003935	18
003935	30
003967	13
003967	41
003974	10
003974	57
003981	12
003981	19
003990	23
003990	19
003990	11
003990	11
003990	14
003990	21
003993	27
003993	33
004002	10
004002	12
004012	37
004012	38
004020	11
004020	13
004021	11
004021	12
004046	23
004046	18
004046	27
004048	16
004048	12
004061	13
004061	14
004083	56
004083	24
004083	14
004083	60
004093	26
004093	29
004127	27
004127	19
004130	26
004130	32
004131	12
004131	13
004140	20
004140	46
004141	30
004141	117
004143	12
004143	11
004143	11
004143	38
004144	12
004144	13
004144	18
004144	41
004151	33
004151	40
004154	34
004154	64
004162	16
004162	16
004162	11
004164	25
004164	33
004166	13
004166	18
004168	27
004168	81
004183	15
004183	20
004192	29
004192	30
004197	15
004197	14
004197	15
004197	22
004200	13
004200	15
004200	14
004200	11
004200	22
004202	10
004202	28
004205	19
004205	43
004228	24
004228	26
004236	43
004236	52
004243	26
004243	39
004245	30
004245	37
004245	35
004245	29
004245	29
004245	34
004246	33
004246	34
004246	20
004246	30
004259	24
004259	30
004260	22
004260	30
004268	180
004268	159
004268	151
004268	96
004268	213
004280	24
004280	11
004280	42
004283	14
004283	39
004296	14
004296	24
004297	10
004297	11
004307	16
004307	15
004308	12
004308	12
004308	11
004308	10
004308	13
004316	37
004316	11
004316	69
004321	34
004321	48
004342	31
004342	16
004342	41
004344	12
004344	60
004350	10
004350	11
004356	12
004356	11
004360	10
004360	14
006011	11
006011	13
006011	31
006012	15
006012	168
006023	10
006023	19
006026	124
006026	180
006045	95
006045	600
006046	25
006046	160
006052	11
006052	17
006056	13
006056	12
006056	23
006062	23
006062	18
006064	18
006064	14
006068	83
006068	265
006073	22
006073	265
006075	25
006075	28
006088	12
006088	20
006088	74
006099	18
006099	24
006099	16
006099	51
006099	15
006099	81
006099	82
006102	16
006102	19
006105	13
006105	61
006106	12
006106	44
006107	18
006107	13
006107	52
006119	11
006119	10
006119	17
006136	15
006136	12
006137	26
006137	72
006137	16
006144	104
006144	55
006145	10
006145	14
006146	12
006146	14
006147	14
006147	34
006147	20
006151	12
006151	13
006151	29
006151	39
006153	13
006153	22
006153	12
006154	36
006154	30
006160	35
006160	19
006166	29
006166	20
006171	20
006171	43
006171	11
006171	22
006182	129
006182	27
006187	174
006187	479
006198	24
006198	10
006198	26
006198	22
006202	38
006202	38
006206	13
006206	68
006210	281
006210	125
006212	111
006212	63
006212	353
006216	14
006216	17
006228	14
006228	11
006228	24
006230	24
006230	21
006232	15
006232	20
006232	18
006248	10
006248	25
006250	65
006250	49
006254	14
006254	11
006266	23
006266	24
006267	13
006267	14
006277	13
006277	14
006277	20
006277	72
006286	12
006286	11
006298	22
006298	10
006310	14
006310	20
006310	23
006312	15
006312	23
006316	12
006316	12
006316	12
006317	15
006317	15
006317	18
006317	15
006322	16
006322	10
006322	29
006323	29
006323	11
006331	26
006331	27
006339	16
006339	89
006346	26
006346	17
006349	33
006349	52
006350	20
006350	26
006361	12
006361	41
006362	23
006362	15
006365	11
006365	11
006365	23
006399	11
006399	12
006399	15
006408	12
006408	11
006408	16
006419	47
006419	17
006423	10
006423	33
006429	24
006429	52
006429	13
006432	12
006432	16
006442	13
006442	29
006446	12
006446	28
006448	13
006448	20
006463	19
006463	19
006467	14
006467	29
006477	16
006477	17
006477	11
006477	16
006477	41
006477	21
006477	15
006477	12
006489	14
006489	36
006493	11
006493	21
006495	12
006495	27
006508	21
006508	12
006508	28
006515	14
006515	28
006515	21
006517	10
006517	23
006535	16
006535	54
006541	23
006541	13
006545	90
006545	113
006557	17
006557	38
006560	12
006560	15
006563	20
006563	17
006569	13
006569	13
006569	15
006575	10
006575	16
006577	10
006577	18
006585	12
006585	11
006587	19
006587	23
006602	16
006602	30
006608	15
006608	19
006609	15
006609	17
006614	41
006614	44
006618	30
006618	53
006620	12
006620	76
006638	17
006638	40
006647	16
006647	13
006647	28
006651	32
006651	20
006654	16
006654	11
006659	21
006659	18
006662	18
006662	11
006674	12
006674	11
006676	12
006676	15
006686	15
006686	14
006686	48
006726	38
006726	15
006737	17
006737	10
006743	27
006743	14
006754	12
006754	16
006755	22
006755	47
006763	22
006763	32
006765	26
006765	23
006766	11
006766	11
006766	27
006766	26
006766	13
006766	13
006766	36
006768	19
006768	10
006768	36
006772	15
006772	14
006772	28
006778	13
006778	21
006782	15
006782	29
006783	12
006783	14
006787	16
006787	13
006793	13
006793	15
006800	15
006800	12
006800	66
006802	44
006802	14
006803	16
006803	13
006803	11
006806	48
006806	19
006814	35
006814	35
006833	14
006833	33
006870	28
006870	17
006874	71
006874	30
006882	16
006882	10
006882	25
006900	25
006900	14
006902	44
006902	15
006904	48
006904	14
006904	58
006907	61
006907	55
006930	13
006930	17
006934	14
006934	72
006943	28
006943	11
006943	13
006943	50
006949	33
006949	448
006954	41
006954	35
006954	22
006954	46
006957	46
006957	27
006957	10
006957	11
006957	10
006957	48
006960	11
006960	25
006963	13
006963	29
006969	24
006969	10
006996	13
006996	22
007000	10
007000	15
007002	11
007002	13
007006	22
007006	17
007006	57
007008	13
007008	12
007012	24
007012	21
007015	15
007015	10
007024	38
007024	26
007042	11
007042	11
007045	16
007045	12
007048	22
007048	19
007057	11
007057	24
007057	17
007061	46
007061	265
007063	13
007063	14
007078	12
007078	10
007080	10
007080	12
007080	12
007083	14
007083	11
007083	16
007098	166
007098	212
007103	46
007103	84
007103	64
007111	18
007111	56
007114	42
007114	56
007130	17
007130	11
007130	31
007133	13
007133	15
007138	29
007138	13
007153	13
007153	15
007156	13
007156	14
007157	12
007157	12
007158	17
007158	32
007158	23
007161	69
007161	56
007163	11
007163	11
007167	27
007167	11
007181	15
007181	16
007181	65
007184	10
007184	13
007184	40
007191	13
007191	14
007191	21
007191	12
007191	15
007193	72
007193	15
007193	272
007194	33
007194	39
007197	13
007197	10
007197	15
007198	12
007198	13
007200	13
007200	28
007224	37
007224	33
007224	23
007228	34
007228	36
007228	37
007235	37
007235	41
007235	34
007237	14
007237	10
007243	12
007243	12
007247	26
007247	31
007249	17
007249	22
007254	23
007254	23
007270	11
007270	13
007271	49
007271	209
007284	12
007284	13
007284	17
007294	20
007294	17
007297	16
007297	11
007297	55
007298	20
007298	103
007299	163
007299	160
007302	17
007302	11
007307	42
007307	12
007311	11
007311	14
007315	15
007315	25
007329	159
007329	85
007329	34
007329	315
007340	17
007340	22
007343	28
007343	41
007343	29
007349	22
007349	51
007352	26
007352	177
007355	11
007355	19
007359	17
007359	10
007362	19
007362	67
007364	31
007364	13
007374	16
007374	12
007374	33
007375	12
007375	19
007375	20
007375	11
007375	15
007376	34
007376	18
007380	11
007380	17
007380	13
007381	21
007381	51
007382	14
007382	18
007382	21
007385	83
007385	262
007395	14
007395	24
007410	14
007410	15
007414	18
007414	11
007417	14
007417	10
007417	13
007418	15
007418	36
007426	10
007426	12
007426	12
007444	19
007444	25
007463	20
007463	94
007464	103
007464	56
007466	10
007466	19
007480	45
007480	65
007482	10
007482	16
007488	36
007488	24
007493	22
007493	18
007497	18
007497	53
007497	20
007499	20
007499	42
007505	12
007505	12
007505	16
007505	22
007507	34
007507	10
007507	10
007507	67
007510	12
007510	13
007513	10
007513	20
007520	30
007520	10
007521	29
007521	26
007529	32
007529	36
007529	24
007529	13
007529	14
007529	10
007531	47
007531	34
007534	14
007534	50
007536	45
007536	18
007536	27
007537	49
007537	30
007545	19
007545	28
007548	27
007548	10
007549	17
007549	12
007550	48
007550	38
007554	14
007554	12
007555	16
007555	14
007555	10
007555	11
007555	13
007558	11
007558	10
007558	11
007564	11
007564	18
007564	18
007580	12
007580	13
007580	17
007583	12
007583	65
007583	12
007596	11
007596	26
007608	18
007608	25
007611	20
007611	17
007626	13
007626	11
007628	16
007628	18
007628	28
007635	17
007635	19
007635	17
007650	11
007650	22
007650	16
007650	10
007651	12
007651	13
007659	36
007659	14
007660	15
007660	21
007660	12
007662	55
007662	82
007672	13
007672	10
007673	20
007673	10
007678	25
007678	26
007679	10
007679	10
007679	26
007689	115
007689	61
007697	14
007697	21
007697	15
007697	16
007702	21
007702	25
007707	19
007707	16
007707	11
007710	21
007710	18
007716	29
007716	16
007716	24
007717	128
007717	112
007724	17
007724	12
007724	13
007728	212
007728	239
007728	173
007738	72
007738	11
007750	13
007750	13
007778	19
007778	16
007778	19
007806	154
007806	122
007812	39
007812	44
007818	64
007818	105
007831	24
007831	16
007842	19
007842	15
007843	18
007843	28
007852	29
007852	31
007852	30
007852	12
007870	366
007870	28
007870	668
007881	17
007881	115
007894	12
007894	44
007899	13
007899	15
007910	16
007910	24
007915	21
007915	26
007919	13
007919	15
007919	17
007926	11
007926	11
007928	14
007928	17
007934	19
007934	27
007937	19
007937	15
007938	12
007938	18
007959	33
007959	33
007963	11
007963	13
007968	40
007968	40
007969	41
007969	48
007971	36
007971	33
007972	33
007972	28
007972	32
007972	33
007973	18
007973	20
007975	26
007975	26
007975	30
007975	23
007975	31
007986	34
007986	32
007995	34
007995	11
007995	23
007996	16
007996	75
007999	12
007999	10
008003	10
008003	15
008017	26
008017	28
008018	11
008018	10
008025	17
008025	33
008026	33
008026	32
008026	34
008026	34
008027	11
008027	23
008027	14
008032	34
008032	26
008032	25
008032	40
008033	30
008033	33
008033	32
008043	15
008043	41
008051	21
008051	13
008052	12
008052	14
008054	53
008054	11
008054	29
008054	18
008061	42
008061	38
008064	13
008064	21
008064	12
008064	26
008064	37
008064	31
008080	22
008080	16
008082	79
008082	26
008083	12
008083	38
008094	16
008094	15
008094	32
008096	12
008096	12
008108	13
008108	12
008108	19
008110	16
008110	35
008110	63
008110	29
008122	58
008122	54
008122	23
008123	24
008123	13
008125	12
008125	49
008128	57
008128	20
008131	19
008131	10
008131	10
008131	31
008133	42
008133	20
008133	11
008133	51
008133	13
008133	68
008137	11
008137	12
008142	25
008142	60
008142	70
008142	71
008166	13
008166	10
008166	198
008178	17
008178	10
008181	48
008181	29
008181	68
008191	11
008191	13
008192	11
008192	11
008193	32
008193	15
008194	14
008194	14
008194	14
008196	14
008196	16
008196	20
008198	11
008198	11
008198	10
008198	11
008198	10
008199	14
008199	17
008212	10
008212	18
008214	10
008214	15
008222	32
008222	18
008226	31
008226	24
008229	13
008229	25
008236	21
008236	12
008236	12
008241	159
008241	190
008245	27
008245	12
008253	11
008253	14
008258	18
008258	12
008258	16
008258	18
008264	35
008264	22
008264	38
008272	10
008272	11
008273	27
008273	17
008278	16
008278	13
008278	24
008281	16
008281	21
008281	22
008284	11
008284	20
008288	16
008288	12
008288	30
008289	10
008289	11
008303	25
008303	23
008305	11
008305	22
008319	34
008319	16
008324	68
008324	24
008337	10
008337	11
008339	14
008339	19
008339	19
008340	14
008340	31
008342	14
008342	13
008344	13
008344	17
008346	12
008346	13
008355	72
008355	121
008355	76
008356	25
008356	28
008357	109
008357	135
008363	42
008363	36
008375	23
008375	11
008393	24
008393	26
008394	21
008394	22
008405	10
008405	14
008409	35
008409	39
008409	30
008409	22
008409	34
008409	32
008411	13
008411	16
008412	12
008412	16
008414	27
008414	26
008414	31
008414	28
008414	30
008414	35
008443	11
008443	137
008464	65
008464	53
008464	57
008465	89
008465	38
008469	16
008469	10
008469	27
008470	20
008470	31
008472	11
008472	14
008475	175
008475	155
008475	175
008493	10
008493	281
008499	31
008499	56
008499	12
008499	43
008511	25
008511	31
008515	14
008515	17
008515	13
008519	18
008519	19
008519	19
008523	15
008523	21
008524	22
008524	15
008530	19
008530	32
008538	47
008538	26
008538	74
008540	14
008540	34
008540	39
008547	16
008547	27
008561	13
008561	72
008561	16
008562	11
008562	13
008562	11
008576	14
008576	11
008580	21
008580	16
008580	88
008582	59
008582	82
008588	12
008588	12
008588	11
008588	13
008590	20
008590	22
008590	12
008590	28
008594	18
008594	17
008594	27
008596	11
008596	15
008603	26
008603	25
008603	53
008611	22
008611	297
008613	12
008613	12
008613	29
008614	14
008614	13
008614	15
008618	55
008618	36
008618	64
008619	14
008619	58
008620	16
008620	11
008620	66
008621	66
008621	34
008621	72
008622	29
008622	58
008625	39
008625	47
008637	12
008637	13
008642	34
008642	67
008694	42
008694	36
009001	12
009001	43
009008	12
009008	21
009017	11
009017	20
009056	22
009056	56
009070	21
009070	10
009077	27
009077	17
009077	58
009100	20
009100	52
009101	13
009101	48
009104	20
009104	31
009104	37
009104	13
009107	10
009107	11
009108	35
009108	36
009108	36
009108	32
009108	29
009111	20
009111	20
009113	14
009113	14
009117	13
009117	13
009118	22
009118	16
009121	20
009121	12
009121	78
009140	11
009140	11
009145	20
009145	23
009145	31
009150	26
009150	64
009170	30
009170	37
009180	15
009180	15
009180	17
009188	10
009188	14
009196	13
009196	17
009197	12
009197	10
009197	14
009202	11
009202	10
009203	12
009203	19
009209	13
009209	18
009211	26
009211	17
009214	14
009214	26
009215	17
009215	16
009218	13
009218	14
009221	14
009221	22
009228	21
009228	30
009228	20
009229	18
009229	14
009229	16
009251	67
009251	23
009254	13
009254	13
009254	13
009255	38
009255	22
009255	35
009255	38
009255	25
009255	43
009257	48
009257	57
009257	69
009258	13
009258	11
009258	12
009264	61
009264	49
009264	15
009267	14
009267	13
009270	16
009270	15
009270	24
009272	11
009272	16
009272	36
009272	81
009277	14
009277	30
009283	17
009283	62
009284	13
009284	48
009288	19
009288	22
009291	19
009291	23
009293	10
009293	11
009309	491
009309	258
009309	153
009309	235
009338	30
009338	15
009338	14
009355	14
009355	47
009356	14
009356	44
009356	20
009358	20
009358	27
009366	277
009366	19
009382	55
009382	27
009386	38
009386	71
009386	16
009389	344
009389	157
009406	38
009406	39
009406	38
009410	17
009410	21
009414	32
009414	45
009414	32
009414	46
009415	34
009415	35
009415	42
009415	39
009420	43
009420	19
009420	134
009421	14
009421	23
009421	73
009421	431
009425	26
