tag	dbh
001658	64
001658	60
001658	44
001658	12
001661	39
001661	23
001662	18
001662	10
001667	12
001667	11
001678	32
001678	19
001680	24
001680	19
001680	13
001694	16
001694	14
001695	28
001695	18
001695	11
001695	18
001699	25
001699	15
001703	20
001703	13
001711	29
001711	26
001713	33
001713	18
001720	36
001720	29
001727	31
001727	19
001727	14
001733	46
001733	28
001733	17
001753	56
001753	10
001753	12
001754	37
001754	11
001755	27
001755	26
001755	16
001755	13
001757	27
001757	23
001765	45
001765	42
001767	58
001767	29
001767	32
001775	30
001775	15
001775	17
001890	15
001890	11
002007	13
002007	12
002027	151
002027	14
002027	28
002027	23
002045	45
002045	30
002052	20
002052	16
002062	17
002062	13
002073	71
002073	18
002075	26
002075	14
002081	14
002081	12
002084	21
002084	46
002088	27
002088	14
002098	27
002098	14
002098	22
002101	10
002101	28
002102	48
002102	52
002111	13
002111	12
002115	27
002115	16
002116	72
002116	46
002117	29
002117	20
002118	45
002118	30
002122	30
002122	23
002128	20
002128	27
002130	28
002130	17
002131	31
002131	14
002132	23
002132	19
002144	31
002144	21
002148	29
002148	12
002149	23
002149	10
002149	12
002154	23
002154	48
002156	26
002156	18
002156	18
002158	40
002158	24
002161	37
002161	32
002171	16
002171	12
002180	25
002180	24
002184	12
002184	11
002185	11
002185	38
002186	28
002186	22
002186	16
002187	124
002187	12
002197	63
002197	47
002197	54
002212	29
002212	13
002224	56
002224	45
002224	50
002224	20
002239	28
002239	43
002243	135
002243	95
002244	36
002244	23
002246	18
002246	18
002247	26
002247	11
002252	43
002252	14
002261	42
002261	16
002261	12
002261	10
002270	25
002270	12
002270	11
002275	12
002275	17
002283	51
002283	50
002283	16
002287	30
002287	20
002287	22
002287	18
002305	17
002305	16
002308	14
002308	14
002308	47
002311	12
002311	17
002319	21
002319	25
002324	24
002324	21
002324	24
002324	24
002324	27
002324	27
002324	25
002324	28
002324	24
002324	24
002324	26
002324	29
002324	25
002324	23
002324	23
002325	21
002325	18
002325	20
002325	19
002325	23
002330	16
002330	74
002341	14
002341	10
002355	49
002355	22
002367	23
002367	23
002367	25
002367	25
002367	21
002367	25
002367	18
002367	18
002367	18
002371	32
002371	32
002371	25
002371	26
002371	23
002371	25
002371	23
002371	23
002371	24
002371	30
002371	24
002372	23
002372	27
002372	31
002372	24
002372	27
002372	24
002372	27
002372	25
002372	22
002372	23
002372	24
002372	22
002372	21
002372	20
002372	22
002372	21
002372	24
002372	24
002372	28
002372	27
002372	16
002375	24
002375	24
002375	27
002375	23
002375	26
002375	24
002375	26
002375	19
002375	19
002378	23
002378	25
002378	25
002378	26
002378	24
002379	30
002379	30
002379	32
002379	32
002379	25
003009	33
003009	27
003011	23
003011	13
003016	25
003016	23
003019	25
003019	12
003022	23
003022	25
003026	22
003026	17
003026	16
003031	28
003031	26
003031	26
003032	17
003032	13
003044	18
003044	10
003048	41
003048	26
003048	40
003050	19
003050	18
003052	15
003052	19
003052	17
003052	11
003052	10
003057	104
003057	48
003068	329
003068	343
003074	16
003074	10
003079	49
003079	19
003079	23
003087	39
003087	27
003090	32
003090	17
003091	16
003091	17
003092	56
003092	22
003092	20
003092	37
003100	54
003100	40
003101	47
003101	44
003101	23
003107	22
003107	30
003113	24
003113	16
003113	11
003118	14
003118	11
003119	49
003119	59
003119	32
003120	15
003120	17
003125	19
003125	15
003126	14
003126	15
003141	45
003141	23
003146	12
003146	65
003148	17
003148	11
003148	24
003150	26
003150	27
003151	36
003151	12
003151	13
003153	13
003153	13
003157	18
003157	13
003163	27
003163	21
003163	22
003166	20
003166	13
003192	132
003192	87
003192	22
003199	29
003199	19
003199	13
003199	11
003205	23
003205	33
003214	56
003214	29
003224	21
003224	18
003246	33
003246	13
003249	26
003249	14
003249	17
003251	22
003251	16
003251	14
003266	34
003266	19
003267	37
003267	14
003275	21
003275	11
003285	16
003285	16
003289	332
003289	333
003295	40
003295	13
003298	37
003298	13
003304	46
003304	17
003304	34
003305	18
003305	14
003305	32
003307	21
003307	11
003308	14
003308	21
003310	14
003310	10
003310	13
003310	27
003311	24
003311	13
003315	15
003315	61
003319	22
003319	13
003321	17
003321	13
003322	11
003322	19
003324	16
003324	24
003331	26
003331	15
003333	20
003333	15
003333	13
003336	36
003336	32
003341	28
003341	14
003346	27
003346	21
003359	42
003359	15
003361	47
003361	48
003363	14
003363	19
003364	16
003364	13
003365	78
003365	56
003366	30
003366	14
003379	60
003379	32
003385	25
003385	14
003386	148
003386	77
003388	30
003388	13
003388	19
003412	14
003412	12
003448	13
003448	12
003450	34
003450	30
003460	58
003460	25
003460	28
003460	110
003466	13
003466	11
003472	16
003472	15
003482	20
003482	14
003486	15
003486	12
003493	37
003493	32
003494	44
003494	19
003498	20
003498	30
003504	37
003504	13
003506	14
003506	12
003521	17
003521	19
003523	17
003523	13
003533	35
003533	21
003537	103
003537	11
003537	12
003537	25
003541	16
003541	13
003543	49
003543	15
003551	25
003551	31
003552	75
003552	15
003552	16
003552	75
003552	15
003552	16
003556	28
003556	24
003570	42
003570	24
003618	34
003618	41
003629	15
003629	17
003629	10
003651	94
003651	28
003664	58
003664	23
003665	16
003665	11
003669	18
003669	12
003685	40
003685	20
003690	20
003690	11
003706	31
003706	34
003707	62
003707	16
003708	36
003708	10
003709	17
003709	15
003728	50
003728	13
003736	14
003736	15
003736	16
003748	92
003748	61
003748	76
003762	21
003762	19
003774	25
003774	11
003796	18
003796	15
003802	51
003802	12
003810	34
003810	16
003830	64
003830	32
003830	21
003842	17
003842	12
003844	30
003844	21
003858	56
003858	20
003860	52
003860	18
003868	15
003868	18
003879	23
003879	18
003891	15
003891	10
003891	12
003892	20
003892	39
003910	15
003910	20
003912	15
003912	15
003919	41
003919	35
003920	20
003920	13
003924	30
003924	15
003928	22
003928	22
003928	25
003928	30
003967	46
003967	16
003990	23
003990	15
003990	25
003990	32
003993	32
003993	25
003993	14
003993	11
004012	42
004012	43
004020	13
004020	11
004020	14
004021	13
004021	14
004046	28
004046	21
004046	17
004046	28
004059	13
004059	12
004061	17
004061	21
004083	60
004083	54
004084	10
004084	15
004093	27
004093	30
004130	33
004130	26
004131	14
004131	15
004141	117
004141	31
004151	32
004151	41
004154	54
004154	37
004164	24
004164	33
004180	12
004180	15
004183	21
004183	22
004196	12
004196	11
004196	12
004196	11
004197	16
004197	16
004197	25
004200	23
004200	15
004200	14
004200	18
004200	11
004205	25
004205	43
004221	16
004221	21
004236	54
004236	30
004243	51
004243	25
004245	38
004245	31
004245	30
004245	31
004245	30
004245	34
004246	32
004246	33
004263	24
004263	30
004268	215
004268	98
004268	162
004268	187
004280	24
004280	12
004280	45
004283	15
004283	45
004296	26
004296	18
004308	17
004308	16
004308	18
004308	11
004308	11
004321	54
004321	48
004322	11
004322	15
004344	62
004344	20
004350	12
004350	14
004356	11
004356	12
004541	16
004541	19
004541	16
004541	19
004547	17
004547	15
004547	17
004547	15
004549	11
004549	12
004549	11
004549	12
004967	46
004967	16
006011	33
006011	14
006011	14
006011	15
006023	20
006023	13
006034	20
006034	27
006038	38
006038	13
006045	648
006045	128
006056	29
006056	21
006062	24
006062	23
006068	280
006068	80
006075	59
006075	28
006088	74
006088	14
006088	21
006089	20
006089	15
006099	27
006099	15
006099	49
006099	80
006099	96
006099	20
006102	20
006102	17
006102	12
006105	72
006105	16
006106	44
006106	15
006107	57
006107	25
006113	35
006113	14
006115	17
006115	11
006136	16
006136	11
006137	74
006137	27
006137	15
006144	113
006144	54
006145	14
006145	10
006146	14
006146	12
006147	38
006147	24
006147	18
006149	13
006149	21
006151	43
006151	30
006151	16
006153	22
006153	13
006153	14
006154	36
006154	29
006160	33
006160	18
006166	29
006166	20
006171	47
006171	21
006171	21
006171	12
006198	28
006198	28
006198	26
006202	29
006202	40
006212	358
006212	111
006212	54
006216	17
006216	15
006228	29
006228	16
006228	11
006230	24
006230	23
006232	25
006232	15
006232	24
006244	19
006244	10
006250	51
006250	70
006254	14
006254	12
006266	29
006266	24
006267	15
006267	13
006269	10
006269	23
006277	17
006277	81
006277	16
006286	13
006286	16
006312	28
006312	14
006314	24
006314	14
006316	11
006316	18
006317	14
006317	20
006317	16
006322	30
006322	15
006323	28
006323	11
006331	27
006331	15
006333	15
006333	13
006334	15
006334	16
006345	14
006345	24
006346	28
006346	16
006349	60
006349	39
006350	27
006350	22
006350	13
006350	15
006362	25
006362	23
006365	20
006365	12
006365	10
006408	10
006408	13
006408	17
006432	16
006432	12
006442	15
006442	28
006446	35
006446	13
006448	21
006448	13
006463	19
006463	20
006477	18
006477	19
006477	10
006477	12
006477	22
006477	45
006485	10
006485	10
006489	37
006489	13
006493	20
006493	13
006495	27
006495	12
006508	22
006508	27
006517	21
006517	11
006517	11
006541	24
006541	15
006569	16
006569	11
006587	21
006587	18
006608	16
006608	19
006608	12
006609	17
006609	22
006618	29
006618	55
006638	40
006638	18
006638	18
006647	32
006647	18
006647	12
006651	36
006651	20
006659	16
006659	20
006662	21
006662	12
006686	54
006686	12
006686	15
006714	11
006714	10
006726	42
006726	15
006737	17
006737	13
006754	14
006754	13
006755	49
006755	26
006763	17
006763	39
006765	33
006765	37
006766	25
006766	28
006766	12
006766	12
006768	35
006768	11
006772	31
006772	15
006772	16
006778	28
006778	14
006782	35
006782	16
006783	20
006783	11
006793	25
006793	19
006793	10
006800	64
006800	19
006800	13
006803	15
006803	11
006803	11
006806	52
006806	21
006833	32
006833	16
006874	74
006874	32
006874	15
006901	50
006901	52
006907	79
006907	62
006930	32
006930	29
006931	20
006931	19
006934	73
006934	15
006943	31
006943	48
006943	13
006954	42
006954	43
006954	46
006957	52
006957	48
006957	34
006957	16
006957	11
006957	12
006960	27
006960	13
006960	11
006963	39
006963	16
006996	12
006996	26
007000	18
007000	11
007002	12
007002	14
007012	24
007012	19
007024	28
007024	28
007038	34
007038	15
007041	14
007041	13
007048	25
007048	23
007057	25
007057	12
007057	23
007063	14
007063	14
007064	28
007064	14
007078	13
007078	10
007080	26
007080	13
007098	221
007098	180
007103	87
007103	66
007103	44
007111	57
007111	19
007114	51
007114	44
007130	16
007130	30
007133	15
007133	15
007138	29
007138	13
007138	12
007139	16
007139	13
007158	36
007158	24
007167	13
007167	12
007181	65
007181	16
007181	17
007184	46
007184	13
007191	25
007191	15
007191	15
007191	11
007194	33
007194	40
007197	11
007197	15
007198	11
007198	12
007202	32
007202	39
007212	10
007212	11
007224	35
007224	32
007228	36
007228	33
007228	34
007235	40
007235	26
007235	35
007243	13
007243	11
007249	17
007249	23
007254	22
007254	23
007270	13
007270	14
007271	216
007271	50
007284	11
007284	13
007284	12
007293	21
007293	13
007297	55
007297	15
007297	12
007299	162
007299	161
007302	11
007302	12
007302	13
007311	16
007311	13
007315	25
007315	14
007329	319
007329	156
007329	96
007340	22
007340	18
007343	46
007343	18
007343	18
007349	51
007349	23
007352	181
007352	28
007359	17
007359	10
007359	11
007360	11
007360	11
007362	62
007362	18
007364	31
007364	12
007374	34
007374	26
007374	15
007375	18
007375	21
007375	14
007380	14
007380	12
007380	17
007381	53
007381	26
007382	19
007382	21
007382	13
007385	287
007385	102
007403	15
007403	13
007414	15
007414	21
007418	25
007418	15
007453	18
007453	14
007463	99
007463	21
007464	55
007464	106
007480	43
007480	66
007488	27
007488	23
007497	55
007497	19
007497	12
007497	13
007497	28
007503	17
007503	11
007507	72
007507	39
007507	10
007510	22
007510	13
007529	36
007529	11
007529	29
007531	36
007531	47
007536	23
007536	27
007536	12
007536	45
007537	54
007537	33
007537	11
007545	21
007545	32
007549	17
007549	12
007550	54
007550	47
007554	14
007554	14
007555	16
007555	16
007555	11
007555	10
007558	14
007558	12
007564	18
007564	10
007564	16
007578	24
007578	11
007580	17
007580	15
007580	13
007583	62
007583	11
007583	10
007587	13
007587	11
007596	27
007596	12
007608	27
007608	24
007611	19
007611	19
007626	15
007626	12
007628	32
007628	14
007628	18
007635	18
007635	18
007650	23
007650	16
007650	12
007650	10
007660	16
007660	10
007662	83
007662	70
007678	25
007678	30
007697	20
007697	16
007697	12
007697	15
007702	25
007702	20
007707	10
007707	11
007707	17
007710	21
007710	15
007716	16
007716	30
007716	31
007717	111
007717	123
007724	17
007724	14
007728	243
007728	205
007728	170
007750	17
007750	10
007778	20
007778	18
007778	13
007806	155
007806	120
007812	45
007812	39
007818	106
007818	58
007842	19
007842	15
007843	29
007843	27
007847	12
007847	12
007847	16
007852	16
007852	26
007852	22
007852	31
007870	379
007870	660
007881	117
007881	20
007910	11
007910	16
007915	32
007915	30
007919	24
007919	18
007928	19
007928	15
007934	21
007934	25
007935	23
007935	13
007937	10
007937	14
007937	20
007938	20
007938	12
007959	38
007959	39
007963	12
007963	13
007963	14
007968	41
007968	40
007968	44
007971	33
007971	49
007972	28
007972	30
007972	32
007972	30
007973	20
007973	18
007975	29
007975	30
007975	23
007975	28
007979	11
007979	17
007986	32
007986	33
007995	48
007995	23
007995	11
007996	20
007996	87
007999	13
007999	24
008022	12
008022	11
008025	34
008025	16
008026	32
008026	34
008026	35
008026	33
008029	10
008029	14
008032	32
008032	26
008032	26
008033	30
008033	32
008043	44
008043	16
008051	18
008051	22
008054	36
008054	55
008054	17
008054	17
008054	11
008061	44
008061	44
008064	34
008064	17
008064	24
008064	14
008064	40
008080	16
008080	14
008082	81
008082	27
008090	10
008090	12
008094	32
008094	15
008094	16
008096	17
008096	13
008108	14
008108	23
008110	36
008110	28
008110	16
008110	20
008114	13
008114	13
008122	24
008122	77
008123	27
008123	13
008125	53
008125	13
008125	13
008125	12
008128	62
008128	21
008131	32
008131	10
008133	50
008133	62
008133	22
008133	12
008133	10
008137	26
008137	11
008142	69
008142	25
008142	61
008142	73
008181	76
008181	52
008181	30
008194	15
008194	14
008196	24
008196	15
008196	13
008199	19
008199	14
008209	12
008209	13
008212	15
008212	18
008222	36
008222	19
008226	31
008226	29
008229	32
008229	12
008234	11
008234	16
008236	11
008236	20
008245	28
008245	16
008253	14
008253	12
008258	19
008258	20
008258	15
008258	15
008264	42
008264	34
008264	21
008273	33
008273	16
008278	25
008278	15
008278	18
008281	22
008281	19
008281	16
008284	21
008284	10
008288	30
008288	22
008288	18
008305	20
008305	11
008319	36
008319	16
008324	68
008324	26
008340	33
008340	15
008342	17
008342	13
008343	30
008343	10
008344	20
008344	16
008346	14
008346	14
008348	12
008348	11
008348	10
008355	121
008355	71
008355	71
008356	27
008356	25
008357	135
008357	109
008357	12
008363	35
008363	41
008382	16
008382	10
008383	272
008383	146
008384	12
008384	24
008393	24
008393	26
008394	22
008405	14
008405	10
008409	40
008409	30
008409	33
008409	33
008414	28
008414	28
008414	28
008414	34
008414	28
008414	31
008414	35
008443	136
008443	13
008459	13
008459	12
008464	70
008464	58
008464	70
008465	94
008465	40
008469	27
008469	18
008470	32
008470	20
008496	10
008496	10
008499	14
008499	13
008499	29
008499	41
008499	37
008511	33
008511	26
008514	42
008514	37
008515	14
008515	20
008515	13
008519	16
008519	20
008519	18
008521	15
008521	32
008530	33
008530	19
008538	12
008538	18
008561	16
008561	16
008576	20
008576	20
008580	26
008580	16
008580	88
008582	83
008582	60
008582	13
008582	27
008588	13
008588	12
008588	14
008594	25
008594	28
008594	19
008603	12
008603	28
008603	39
008604	15
008604	14
008604	16
008604	13
008606	12
008606	18
008611	325
008611	52
008617	13
008617	26
008618	38
008618	13
008619	70
008619	17
008619	12
008620	21
008620	16
008620	12
008620	17
008620	23
008620	73
008621	31
008621	47
008621	72
008622	57
008622	32
008622	26
008622	12
008625	58
008625	40
008627	25
008627	26
008627	64
008631	15
008631	12
008637	13
008637	13
008642	67
008642	36
008694	42
008694	38
009001	44
009001	19
009008	13
009008	12
009008	10
009017	22
009017	11
009033	10
009033	11
009056	58
009056	23
009060	13
009060	10
009070	23
009070	11
009077	60
009077	18
009077	28
009100	55
009100	21
009104	37
009104	32
009104	24
009108	37
009108	35
009108	37
009108	33
009111	22
009111	21
009113	16
009113	18
009116	11
009116	11
009117	17
009117	12
009140	17
009140	15
009145	34
009145	28
009145	19
009150	68
009150	16
009150	11
009153	28
009153	14
009170	38
009170	32
009180	17
009180	19
009181	45
009181	11
009209	22
009209	16
009211	26
009211	17
009211	11
009214	26
009214	11
009215	21
009215	13
009218	19
009218	15
009221	26
009221	14
009228	33
009228	31
009228	30
009229	18
009229	16
009229	14
009251	70
009251	22
009254	13
009254	14
009254	10
009255	44
009255	41
009255	35
009255	39
009255	26
009257	71
009257	47
009258	12
009258	12
009262	15
009262	11
009264	67
009264	46
009264	17
009267	14
009267	14
009270	25
009270	19
009270	15
009272	82
009272	36
009272	15
009272	11
009283	68
009283	18
009284	48
009284	13
009288	25
009288	23
009293	16
009293	10
009302	17
009302	11
009307	18
009307	14
009326	17
009326	10
009338	32
009338	17
009338	22
009355	52
009355	14
009356	49
009356	17
009365	15
009365	11
009366	230
009366	21
009382	56
009382	31
009386	72
009386	42
009386	19
009389	372
009389	162
009406	39
009406	37
009414	44
009414	40
009414	36
009414	33
009414	36
009415	15
009415	40
009415	34
009415	34
009415	39
009415	37
009420	139
009420	53
009420	22
009421	452
009421	71
009421	21
009421	14
009425	43
009425	24
009425	32
009425	25
009425	22
009433	34
009433	21
009438	72
009438	37
009441	17
009441	16
009447	18
009447	11
009448	17
009448	16
009449	22
009449	21
009455	42
009455	26
009456	21
009456	12
009456	12
009499	53
009499	30
009505	13
009505	10
009507	35
009507	45
009507	45
009507	40
009514	19
009514	13
009514	18
009514	19
009518	20
009518	11
009542	37
009542	16
009549	20
009549	10
009557	56
009557	14
009565	19
009565	18
009567	33
009567	34
009567	32
009567	27
009567	33
009567	36
009567	34
009567	28
009567	38
009567	36
009569	32
009569	31
009569	27
009569	26
009569	34
009569	33
009569	31
009585	15
009585	10
009595	22
009595	21
009619	33
009619	23
009622	18
009622	22
009630	33
009630	26
009637	18
009637	11
009641	25
009641	12
009651	19
009651	11
009673	17
009673	16
009680	145
009680	20
009682	40
009682	24
009689	26
009689	23
009689	14
009695	36
009695	10
009717	52
009717	12
009728	37
009728	12
009731	32
009731	23
009734	19
009734	10
009736	27
009736	16
009738	16
009738	11
009754	39
009754	28
009754	24
009754	23
009754	36
009755	350
009755	100
009757	66
009757	43
009757	16
009761	41
009761	27
009761	15
009769	22
009769	20
009769	11
009774	19
009774	18
009774	10
009777	28
009777	16
009781	26
009781	12
009803	10
009803	11
009805	24
009805	14
009826	39
009826	28
009844	17
009844	11
009849	25
009849	13
009853	18
009853	10
009854	11
009854	13
009865	13
009865	10
009871	17
009871	16
009871	17
009872	11
009872	10
009873	399
009873	21
009873	20
009874	39
009874	10
009876	26
009876	14
009880	35
009880	53
009888	17
009888	11
009888	12
009892	23
009892	18
009900	19
009900	18
009901	23
009901	10
009902	29
009902	24
009902	19
009910	21
009910	19
009917	33
009917	14
009923	21
009923	12
009924	21
009924	15
009938	22
009938	21
009938	25
009940	54
009940	33
009941	21
009941	15
009964	15
009964	12
009971	28
009971	20
009972	36
009972	27
009972	27
009974	48
009974	22
009978	55
009978	23
009978	12
009980	34
009980	29
009983	15
009983	20
009985	16
009985	14
009990	16
009990	16
009991	39
009991	16
009998	28
009998	23
009998	17
010002	60
010002	34
010013	16
010013	15
010018	16
010018	10
010032	15
010032	15
010032	13
010043	10
010043	40
010055	36
010055	41
010080	80
010080	14
010080	14
010080	32
010091	27
010091	19
010091	18
010091	13
010108	617
010108	303
010114	15
010114	12
010136	15
010136	13
010138	375
010138	314
010138	348
010138	280
010150	44
010150	15
010157	18
010157	15
010157	11
010166	17
010166	11
010176	35
010176	13
010185	28
010185	26
010185	13
010185	20
010185	23
010189	168
010189	82
010190	16
010190	12
010205	25
010205	10
010208	25
010208	13
010215	17
010215	14
010217	84
010217	36
010217	36
010225	52
010225	28
010227	39
010227	27
010230	16
010230	11
010230	11
010237	39
010237	28
010238	13
010238	17
010258	16
010258	11
010259	31
010259	23
010259	15
010261	27
010261	15
010265	11
010265	11
010268	67
010268	36
010278	38
010278	27
010278	19
010278	26
010287	16
010287	15
010314	31
010314	12
010317	25
010317	16
010331	37
010331	31
010331	35
010342	31
010342	15
010345	25
010345	19
010349	44
010349	40
010355	16
010355	15
010361	19
010361	14
010361	17
010361	15
