tag	dbh
001254	54
001254	11
001256	44
001256	33
001258	26
001258	15
001259	163
001259	20
001268	18
001268	16
001270	38
001270	20
001272	18
001272	15
001274	33
001274	21
001274	12
001275	32
001275	29
001275	28
001275	22
001275	22
001282	27
001282	26
001283	26
001283	13
001286	13
001286	12
001286	11
001286	11
001288	196
001288	156
001290	37
001290	16
001290	11
001291	41
001291	34
001291	21
001292	27
001292	14
001295	35
001295	32
001297	25
001297	22
001298	13
001298	10
001304	36
001304	22
001306	338
001306	32
001307	47
001307	11
001309	26
001309	13
001313	185
001313	40
001316	135
001316	23
001317	48
001317	23
001317	23
001317	52
001317	32
001317	15
001317	16
001317	21
001317	10
001317	56
001325	64
001325	41
001325	20
001325	11
001326	27
001326	21
001326	12
001328	49
001328	20
001328	12
001331	15
001331	11
001334	52
001334	34
001334	30
001334	69
001340	24
001340	24
001340	20
001342	22
001342	15
001343	17
001343	13
001343	12
001345	17
001345	13
001346	22
001346	10
001349	21
001349	20
001351	19
001351	11
001355	23
001355	17
001355	11
001357	17
001357	13
001359	29
001359	20
001359	19
001362	22
001362	10
001366	15
001366	13
001366	102
001371	17
001371	13
001375	18
001375	15
001375	13
001382	15
001382	13
001390	24
001390	18
001398	102
001398	48
001400	23
001400	11
001407	45
001407	35
001411	45
001411	13
001412	15
001412	13
001414	29
001414	25
001415	15
001415	12
001426	32
001426	14
001426	12
001433	15
001433	19
001435	19
001435	30
001443	20
001443	16
001447	20
001447	13
001449	17
001449	10
001465	19
001465	15
001484	16
001484	15
001484	20
001484	12
001484	11
001485	20
001485	10
001486	97
001486	81
001496	19
001496	17
001498	22
001498	20
001499	23
001499	11
001511	123
001511	242
001512	12
001512	12
001512	10
001517	81
001517	45
001517	43
001517	15
001522	50
001522	36
001522	13
001524	19
001524	10
001534	15
001534	15
001547	41
001547	12
001554	28
001554	30
001554	15
001554	36
001574	25
001574	18
001578	12
001578	11
001580	21
001580	19
001580	18
001580	14
001580	12
001593	24
001593	24
001595	20
001595	12
001595	10
001599	62
001599	21
001611	41
001611	20
001619	36
001619	30
001619	18
001629	35
001629	22
001634	155
001634	20
001635	18
001635	10
001636	12
001636	11
001638	14
001638	12
001649	56
001649	23
001649	20
001649	10
001658	70
001658	59
001658	45
001658	15
001661	36
001661	25
001662	18
001662	10
001672	38
001672	35
001678	28
001678	18
001678	14
001680	18
001680	23
001680	17
001680	12
001680	13
001688	61
001688	30
001694	16
001694	15
001695	29
001695	18
001695	19
001699	29
001699	16
001703	24
001703	20
001711	31
001711	29
001713	25
001713	36
001720	50
001720	23
001724	11
001724	10
001726	24
001726	10
001727	33
001727	20
001727	13
001727	11
001728	15
001728	10
001733	45
001733	36
001733	20
001753	56
001753	14
001755	27
001755	16
001755	27
001755	13
001755	17
001757	27
001757	29
001761	20
001761	12
001761	11
001761	10
001765	40
001765	37
001767	57
001767	31
001767	31
001775	36
001775	11
001775	17
001890	17
001890	10
002027	13
002027	28
002027	24
002027	151
002045	30
002045	47
002052	13
002052	19
002052	18
002062	22
002062	15
002069	12
002069	15
002073	14
002073	24
002073	69
002075	14
002075	30
002082	11
002082	15
002084	45
002084	48
002088	14
002088	29
002098	22
002098	28
002102	53
002102	50
002111	13
002111	16
002115	19
002115	29
002116	73
002116	45
002117	24
002117	20
002117	21
002118	31
002118	46
002118	15
002121	20
002121	24
002121	13
002121	28
002122	30
002122	23
002123	17
002123	14
002130	30
002130	20
002131	12
002131	24
002131	19
002132	17
002132	19
002132	26
002144	26
002144	20
002148	14
002148	20
002149	14
002149	12
002149	26
002154	52
002154	23
002156	29
002156	20
002156	18
002158	41
002158	21
002161	35
002161	38
002171	21
002171	11
002177	11
002177	41
002180	26
002180	25
002184	10
002184	12
002185	39
002185	15
002186	17
002186	24
002186	28
002187	13
002187	14
002187	120
002197	54
002197	64
002197	51
002212	29
002212	15
002212	11
002222	22
002222	13
002224	51
002224	41
002224	48
002224	20
002239	44
002239	39
002243	96
002243	138
002244	36
002244	21
002246	19
002246	19
002246	11
002247	11
002247	16
002248	11
002248	26
002252	14
002252	54
002261	45
002261	13
002261	17
002265	22
002265	10
002270	25
002270	10
002270	12
002283	53
002283	50
002283	16
002287	32
002287	21
002287	20
002287	18
002300	12
002300	21
002305	18
002305	15
002308	48
002308	15
002308	15
002311	20
002311	12
002314	22
002314	25
002314	19
002314	19
002319	19
002319	24
002319	28
002319	22
002319	25
002319	25
002319	22
002324	23
002324	21
002325	21
002325	21
002325	19
002325	23
002341	13
002341	11
002351	66
002351	11
002355	49
002355	23
002371	25
002371	30
002371	26
002372	27
002372	29
002374	27
002374	27
002374	26
002374	25
002374	27
002375	25
002375	25
002375	25
002375	28
002375	28
002375	23
002375	28
002375	20
002375	20
002379	22
002379	23
002379	30
002379	31
003009	33
003009	27
003011	23
003011	13
003016	25
003016	23
003019	25
003019	13
003024	30
003024	12
003026	22
003026	17
003026	14
003026	12
003031	27
003031	26
003031	29
003032	20
003032	14
003048	40
003048	41
003048	28
003050	21
003050	17
003052	18
003052	16
003052	17
003052	14
003057	105
003057	51
003057	22
003068	341
003068	241
003074	17
003074	10
003079	46
003079	24
003079	13
003079	20
003085	43
003085	19
003087	39
003087	31
003091	21
003091	16
003092	62
003092	37
003092	23
003092	19
003094	16
003094	12
003100	50
003100	54
003101	46
003101	50
003101	27
003107	36
003107	21
003113	11
003113	15
003113	26
003116	19
003116	12
003118	14
003118	12
003119	33
003119	47
003119	65
003119	11
003120	20
003120	19
003125	19
003125	16
003126	13
003126	15
003136	28
003136	10
003141	52
003141	24
003148	25
003148	16
003148	11
003150	27
003150	28
003151	38
003151	12
003151	12
003153	14
003153	12
003157	18
003157	12
003159	19
003159	40
003163	22
003163	28
003163	28
003166	20
003166	13
003170	27
003170	27
003180	10
003180	17
003185	11
003185	23
003192	135
003192	89
003192	24
003195	69
003195	10
003195	13
003199	32
003199	19
003199	13
003199	13
003205	33
003205	23
003214	61
003214	20
003224	22
003224	19
003246	35
003246	14
003249	22
003249	22
003249	13
003249	10
003249	18
003249	10
003251	22
003251	17
003266	32
003266	19
003267	35
003267	15
003275	20
003275	11
003280	47
003280	10
003285	16
003285	16
003288	26
003288	13
003289	289
003289	262
003290	35
003290	12
003295	38
003295	15
003298	10
003298	11
003298	13
003298	38
003299	15
003299	23
003304	36
003304	20
003304	23
003305	14
003305	20
003305	33
003308	23
003308	15
003310	11
003310	14
003310	15
003310	28
003310	11
003311	28
003311	19
003311	12
003315	13
003315	63
003319	14
003319	23
003321	17
003321	12
003322	20
003322	11
003322	11
003323	41
003323	11
003324	18
003324	16
003331	27
003331	16
003333	21
003333	16
003333	13
003336	33
003336	38
003346	29
003346	22
003346	10
003359	16
003359	44
003361	44
003361	17
003361	51
003363	13
003363	20
003364	14
003364	17
003365	55
003365	81
003366	30
003366	12
003379	61
003379	33
003381	30
003381	11
003386	150
003386	87
003388	33
003388	18
003388	16
003397	40
003397	12
003412	14
003412	12
003448	15
003448	10
003450	34
003450	34
003455	16
003455	12
003460	119
003460	13
003460	26
003460	69
003460	26
003466	10
003466	13
003472	17
003472	16
003482	21
003482	13
003486	15
003486	11
003493	38
003493	32
003494	45
003494	19
003498	32
003498	22
003504	40
003504	14
003506	11
003506	13
003521	20
003521	22
003523	18
003523	12
003533	35
003533	24
003537	12
003537	11
003537	27
003537	10
003537	82
003543	51
003543	11
003543	11
003551	22
003551	34
003552	77
003552	16
003552	14
003556	18
003556	14
003570	43
003570	27
003585	84
003585	17
003618	50
003618	13
003624	42
003624	12
003629	15
003629	16
003651	96
003651	21
003651	19
003664	58
003664	22
003664	19
003669	21
003669	11
003676	45
003676	11
003685	20
003685	37
003690	20
003690	11
003697	14
003697	10
003706	33
003706	34
003707	64
003707	16
003708	35
003708	19
003709	12
003709	16
003728	52
003728	12
003736	15
003736	19
003736	12
003736	11
003748	89
003748	75
003748	65
003762	24
003762	18
003802	51
003802	12
003810	35
003810	16
003830	64
003830	42
003830	21
003842	18
003842	12
003844	28
003844	19
003858	71
003858	20
003860	54
003860	28
003868	17
003868	15
003879	23
003879	19
003879	10
003880	13
003880	30
003891	15
003891	12
003892	42
003892	19
003919	41
003919	38
003920	19
003920	14
003924	28
003924	16
003954	21
003954	10
003967	46
003967	15
003990	35
003990	25
003990	16
003990	23
003990	14
003993	27
003993	14
003993	11
003993	34
004012	47
004012	42
004020	14
004020	12
004021	15
004021	14
004027	12
004027	14
004046	29
004046	27
004046	25
004061	22
004061	20
004083	25
004083	17
004083	59
004083	58
004084	16
004084	12
004093	27
004093	31
004094	12
004094	11
004130	35
004130	27
004131	14
004131	12
004141	31
004141	117
004143	11
004143	14
004143	10
004151	40
004151	32
004154	31
004154	51
004162	11
004162	18
004164	34
004164	26
004166	13
004166	20
004168	45
004168	86
004175	14
004175	10
004180	13
004180	14
004183	13
004183	19
004183	20
004196	12
004196	11
004197	11
004197	17
004197	15
004197	15
004197	17
004197	24
004200	16
004200	21
004200	16
004202	39
004202	15
004205	29
004205	42
004221	19
004221	17
004236	41
004236	57
004243	49
004243	26
004245	38
004245	33
004245	31
004263	26
004263	32
004268	240
004268	97
004268	165
004268	185
004268	152
004280	41
004280	22
004283	50
004283	16
004296	27
004296	16
004297	12
004297	11
004308	20
004308	18
004308	20
004308	11
004308	12
004321	53
004321	50
004322	12
004322	15
004344	21
004344	22
004344	21
004344	15
004344	11
004344	62
004350	14
004350	14
004356	12
004356	11
004367	10
004367	12
004541	19
004541	24
004547	13
004547	12
004549	14
004549	13
004549	10
006011	37
006011	14
006011	18
006011	15
006023	20
006023	16
006023	10
006034	22
006034	28
006038	39
006038	17
006045	646
006045	123
006046	165
006046	27
006052	27
006052	12
006054	26
006054	12
006055	12
006055	11
006056	29
006056	21
006062	27
006062	23
006068	280
006068	83
006075	50
006075	28
006088	79
006088	25
006088	18
006089	19
006089	10
006089	16
006099	82
006099	85
006099	16
006099	23
006099	20
006099	50
006102	20
006102	16
006102	12
006105	72
006105	20
006106	47
006106	17
006107	62
006107	21
006107	14
006113	37
006113	16
006115	20
006115	12
006119	21
006119	12
006136	16
006136	12
006137	67
006137	27
006144	53
006144	114
006146	12
006146	16
006147	19
006147	26
006147	46
006149	21
006149	14
006149	10
006151	48
006151	30
006151	18
006151	11
006153	23
006153	13
006154	36
006154	38
006166	30
006166	22
006166	11
006171	44
006171	21
006171	25
006171	15
006183	21
006183	11
006187	498
006187	177
006198	27
006198	28
006198	31
006202	41
006202	30
006212	360
006212	110
006212	58
006216	17
006216	16
006228	33
006228	18
006228	11
006230	28
006230	26
006230	10
006232	29
006232	10
006232	19
006232	16
006236	27
006236	12
006241	14
006241	14
006241	11
006244	21
006244	13
006250	54
006250	71
006254	13
006254	14
006266	34
006266	24
006267	20
006267	13
006269	26
006269	11
006270	21
006270	11
006270	10
006276	20
006276	10
006277	78
006277	37
006277	15
006277	20
006277	10
006286	15
006286	14
006287	20
006287	13
006312	30
006312	14
006316	11
006316	15
006316	14
006316	12
006317	22
006317	15
006317	15
006322	15
006322	30
006323	30
006323	11
006331	27
006331	16
006333	18
006333	12
006334	14
006334	16
006345	24
006345	16
006346	20
006346	17
006349	61
006349	33
006350	26
006350	21
006350	11
006350	11
006365	11
006365	11
006365	24
006408	18
006408	12
006408	12
006429	12
006429	49
006432	13
006432	17
006442	29
006442	15
006446	38
006446	13
006448	22
006448	13
006463	20
006463	24
006470	13
006470	10
006477	46
006477	23
006477	12
006477	17
006485	13
006485	10
006489	42
006489	13
006493	23
006493	11
006495	13
006495	27
006508	22
006508	28
006517	22
006517	13
006517	12
006535	15
006535	56
006541	25
006541	15
006569	18
006569	11
006569	10
006575	11
006575	17
006577	16
006577	21
006585	14
006585	11
006587	21
006587	24
006608	16
006608	14
006609	24
006609	16
006618	54
006618	32
006638	42
006638	19
006647	33
006647	18
006647	13
006651	40
006651	20
006659	19
006659	19
006662	11
006662	23
006714	10
006714	11
006718	12
006718	23
006726	45
006726	10
006726	16
006734	48
006734	19
006737	19
006737	14
006754	11
006754	15
006755	25
006755	50
006763	19
006763	43
006765	39
006765	34
006766	26
006766	13
006766	12
006766	23
006766	15
006766	15
006772	33
006772	15
006772	16
006778	33
006778	14
006779	22
006779	37
006779	25
006782	38
006782	16
006793	25
006793	12
006793	20
006800	12
006800	19
006800	64
006803	17
006803	11
006806	53
006806	20
006817	45
006817	11
006833	33
006833	15
006842	12
006842	101
006843	14
006843	16
006844	11
006844	80
006845	12
006845	45
006874	34
006874	16
006874	74
006886	20
006886	14
006886	33
006888	12
006888	14
006891	46
006891	11
006895	30
006895	13
006904	58
006904	55
006904	17
006907	64
006907	84
006910	18
006910	46
006911	12
006911	42
006919	18
006919	30
006923	18
006923	41
006928	23
006928	27
006929	18
006929	22
006930	34
006930	26
006931	22
006931	22
006934	25
006934	74
006943	31
006943	13
006943	48
006949	455
006949	32
006954	48
006954	45
006954	35
006954	47
006957	52
006957	49
006957	11
006957	16
006957	35
006957	13
006960	11
006960	13
006960	27
006963	17
006963	35
006969	11
006969	24
006996	26
006996	14
007000	13
007000	16
007002	12
007002	15
007006	27
007006	21
007006	61
007012	22
007012	24
007015	11
007015	17
007024	28
007024	28
007038	16
007038	24
007048	27
007048	22
007057	27
007057	23
007061	54
007061	270
007063	15
007063	15
007064	29
007064	20
007078	11
007078	16
007080	28
007080	11
007080	13
007088	11
007088	10
007098	220
007098	181
007103	66
007103	87
007103	45
007111	18
007111	57
007114	11
007114	53
007114	45
007130	30
007130	18
007133	15
007133	13
007138	13
007138	30
007138	12
007141	12
007141	52
007142	12
007142	11
007158	40
007158	24
007181	65
007181	11
007181	19
007181	12
007184	46
007184	14
007191	28
007191	15
007191	12
007191	15
007191	13
007194	34
007194	38
007197	12
007197	15
007198	12
007198	16
007202	35
007202	39
007224	38
007224	32
007228	36
007228	33
007228	36
007235	41
007235	28
007235	39
007249	25
007249	16
007270	16
007270	13
007271	222
007271	49
007284	18
007284	11
007284	15
007284	12
007293	22
007293	18
007297	59
007297	19
007297	14
007302	18
007302	16
007302	17
007311	18
007311	19
007315	23
007315	16
007329	327
007329	155
007329	88
007340	22
007340	17
007343	44
007343	20
007343	18
007349	51
007349	24
007359	12
007359	17
007359	11
007359	11
007360	13
007360	12
007362	67
007362	20
007364	33
007364	13
007374	33
007374	21
007374	29
007374	18
007375	16
007375	18
007375	20
007375	11
007376	41
007376	18
007380	14
007380	15
007380	17
007381	54
007381	27
007382	19
007382	17
007382	16
007385	284
007385	112
007401	27
007401	13
007403	13
007403	17
007403	10
007403	10
007414	22
007414	16
007417	18
007417	15
007417	12
007426	13
007426	12
007453	19
007453	14
007463	99
007463	23
007464	103
007464	58
007466	21
007466	10
007480	65
007480	45
007488	27
007488	23
007497	54
007497	19
007497	32
007503	18
007503	13
007505	19
007505	10
007507	74
007507	39
007507	11
007507	10
007510	21
007510	14
007529	38
007529	29
007529	15
007529	13
007531	49
007531	36
007536	46
007536	30
007536	29
007536	14
007537	55
007537	37
007537	17
007545	35
007545	21
007548	29
007548	11
007549	17
007549	13
007550	57
007550	51
007554	14
007554	13
007555	16
007555	14
007555	10
007558	15
007558	12
007558	14
007564	20
007564	16
007569	16
007569	10
007578	25
007578	12
007580	14
007580	15
007580	18
007581	15
007581	11
007587	15
007587	11
007592	167
007592	20
007596	27
007596	13
007602	18
007602	11
007608	26
007608	25
007611	21
007611	21
007626	17
007626	12
007628	32
007628	16
007628	16
007628	20
007650	25
007650	18
007650	12
007650	10
007660	17
007660	10
007662	80
007662	75
007697	23
007697	18
007697	15
007697	14
007702	25
007702	22
007707	18
007707	13
007707	10
007710	20
007710	15
007716	35
007716	33
007717	124
007717	110
007724	17
007724	15
007728	244
007728	170
007750	18
007750	12
007778	20
007778	11
007778	20
007778	17
007787	28
007787	13
007806	155
007806	119
007812	45
007812	41
007818	106
007818	58
007836	20
007836	31
007836	13
007836	66
007838	14
007838	11
007843	28
007843	13
007847	17
007847	13
007847	12
007852	32
007852	28
007852	28
007852	20
007870	665
007870	380
007881	117
007881	24
007890	33
007890	10
007899	18
007899	11
007910	20
007910	12
007913	46
007913	11
007915	35
007915	28
007919	28
007919	19
007928	18
007928	15
007934	28
007934	20
007935	23
007935	13
007937	15
007937	20
007938	21
007938	12
007950	10
007950	22
007957	21
007957	12
007959	40
007959	40
007963	15
007963	16
007963	12
007967	65
007967	16
007968	44
007968	42
007971	36
007971	53
007972	28
007972	30
007972	32
007973	20
007973	19
007975	30
007975	28
007975	23
007979	22
007979	13
007979	12
007986	33
007986	32
007991	15
007991	10
007991	10
007991	10
007993	18
007993	10
007995	53
007995	24
007995	11
007996	89
007996	23
007999	22
007999	15
008000	15
008000	13
008003	16
008003	10
008022	17
008022	10
008025	35
008025	17
008026	37
008026	34
008026	35
008026	33
008027	21
008027	11
008029	14
008029	12
008032	27
008032	32
008032	25
008033	33
008033	31
008033	30
008043	43
008043	16
008045	11
008045	25
008051	22
008051	20
008052	18
008052	12
008054	55
008054	38
008054	17
008054	17
008054	11
008061	45
008061	46
008064	41
008064	35
008064	13
008064	12
008064	25
008064	17
008070	16
008070	10
008080	19
008080	16
008080	10
008082	27
008082	83
008090	13
008090	10
008094	33
008094	15
008094	16
008108	12
008108	23
008110	38
008110	18
008110	29
008110	18
008114	17
008114	13
008122	78
008122	25
008123	30
008123	15
008125	56
008125	15
008125	15
008125	12
008128	62
008128	13
008128	24
008131	32
008131	15
008131	10
008133	53
008133	12
008133	22
008133	66
008137	30
008137	11
008140	18
008140	27
008142	26
008142	71
008142	60
008142	81
008166	200
008166	17
008166	12
008181	81
008181	29
008181	51
008194	15
008194	15
008196	25
008196	16
008196	14
008196	15
008199	18
008199	17
008209	14
008209	10
008212	17
008212	15
008212	15
008222	36
008222	18
008226	31
008226	31
008229	36
008229	14
008234	12
008234	16
008245	16
008245	29
008258	23
008258	23
008258	14
008258	16
008264	44
008264	23
008273	38
008273	19
008278	27
008278	17
008278	19
008281	16
008281	21
008281	24
008284	12
008284	26
008288	28
008288	23
008288	30
008305	22
008305	11
008311	10
008311	15
008319	40
008319	15
008324	65
008324	24
008333	47
008333	12
008340	28
008340	15
008341	33
008341	15
008343	31
008343	17
008346	15
008346	13
008348	11
008348	10
008348	13
008355	121
008355	71
008355	69
008356	27
008356	27
008357	138
008357	113
008357	13
008363	42
008363	37
008382	10
008382	18
008384	24
008384	11
008393	22
008393	27
008394	22
008394	26
008405	15
008405	11
008409	32
008409	35
008409	41
008409	30
008411	18
008411	15
008414	33
008414	29
008414	29
008459	14
008459	13
008464	74
008464	65
008464	66
008465	97
008465	40
008469	29
008469	16
008470	33
008470	20
008499	13
008499	28
008499	31
008499	60
008511	25
008511	35
008514	37
008514	43
008515	13
008515	13
008515	20
008521	14
008521	32
008530	21
008530	33
008538	13
008538	47
008561	16
008561	17
008573	10
008573	12
008576	12
008576	20
008580	15
008580	20
008580	88
008582	17
008582	31
008582	50
008582	84
008588	13
008588	15
008590	13
008590	22
008590	23
008590	27
008594	11
008594	20
008594	26
008594	28
008603	13
008603	27
008603	27
008603	43
008611	49
008611	327
008618	14
008618	41
008619	18
008619	20
008619	73
008620	13
008620	18
008620	22
008620	22
008620	28
008620	64
008621	38
008621	44
008622	11
008622	29
008622	32
008622	63
008625	40
008625	59
008627	30
008627	30
008627	65
008637	11
008637	11
008637	11
008642	67
008642	37
008643	12
008643	10
008694	43
008694	40
009001	46
009001	19
009008	14
009008	13
009008	11
009017	26
009017	12
009033	12
009033	11
009033	11
009042	19
009042	13
009055	20
009055	11
009070	24
009070	11
009077	63
009077	31
009077	20
009100	53
009100	19
009104	27
009104	35
009111	23
009111	10
009111	27
009145	29
009145	35
009145	21
009150	65
009150	20
009150	13
009170	32
009170	38
009172	13
009172	10
009180	11
009180	15
009180	19
009180	20
009181	11
009181	13
009181	42
009188	12
009188	18
009194	11
009194	18
009197	11
009197	18
009197	19
009202	10
009202	13
009203	11
009203	12
009203	21
009209	17
009209	23
009211	24
009211	28
009214	11
009214	12
009214	14
009214	25
009215	17
009215	24
009218	15
009218	20
009220	20
009220	11
009221	27
009221	15
009228	38
009228	38
009228	35
009229	16
009229	16
009229	19
009251	23
009251	71
009254	10
009254	13
009254	13
009254	15
009255	25
009255	26
009255	28
009255	38
009255	44
009255	47
009257	48
009257	71
009258	11
009258	11
009258	13
009264	17
009264	53
009264	69
009267	14
009267	16
009270	16
009270	23
009272	12
009272	15
009272	38
009272	81
009277	13
009277	21
009277	26
009283	17
009283	64
009284	13
009284	43
009288	22
009288	26
009293	10
009293	17
009302	12
009302	17
009306	11
009306	23
009307	17
009307	21
009309	154
009309	495
009309	254
009309	240
009326	11
009326	17
009338	10
009338	19
009338	23
009338	32
009355	15
009355	53
009356	20
009356	49
009382	15
009382	34
009382	57
009386	18
009386	44
009386	73
009387	12
009387	61
009389	174
009389	373
009406	40
009406	37
009406	39
009406	36
009414	39
009414	45
009414	35
009414	33
009414	33
009414	31
009414	38
009415	42
009415	35
009415	38
009415	34
009415	38
009415	34
009415	43
009415	35
009415	18
009420	23
009420	55
009420	139
009421	70
009421	452
009421	14
009425	22
009425	35
009425	26
009425	43
009433	23
009433	34
009438	36
009438	78
009441	17
009441	17
009449	21
009449	23
009455	29
009455	42
009456	12
009456	13
009456	21
009499	45
009499	29
009505	11
009505	13
009507	13
009507	34
009507	40
009507	45
009507	46
009514	14
009514	19
009514	19
009514	20
009542	16
009542	39
009545	43
009545	67
009555	10
009555	10
009555	10
009555	10
009557	16
009557	60
009564	32
009564	34
009565	18
009565	19
009567	33
009567	36
009567	36
009567	36
009567	39
009567	47
009567	38
009567	26
009567	33
009567	33
009567	29
009567	29
009567	27
009567	33
009567	36
009567	27
009567	31
009567	37
009569	31
009569	29
009569	25
009569	31
009569	31
009569	33
009569	34
009569	38
009582	13
009582	19
009585	11
009585	15
009590	24
009590	256
009595	20
009595	22
009616	23
009616	37
009630	24
009630	33
009637	12
009637	19
009640	11
009640	14
009641	12
009641	27
009651	12
009651	20
009673	16
009673	17
009682	11
009682	16
009682	24
009682	24
